v_mean,v_std,v_min,v_max,v_rms,v_thd,v_crest,v_skew,f_dev_mean,f_std,f_min_dev,f_max_dev,f_roc_mean,f_roc_max,f_skew,f_range,p_mean,p_std,q_mean,s_mean,pf_mean,pf_std,p_max,p_min,i_mean,i_std,i_rms,i_thd,dt_mean,dt_std,missed_pkts,dt_max,label,attack_name,split
0.28324693,0.5614894,0.7919744,0.7838241,0.43838626,0.4762573,0.99470174,0.6745975,0.81463844,0.902554,0.78758985,0.18517934,0.56217074,0.101894155,0.65292215,0.95534945,0.5127321,0.4329725,0.03584275,0.9597745,0.10300268,0.041079093,0.24606661,0.065530434,0.45511785,0.51608783,0.31256995,0.05096048,0.11160037,0.38450438,0.06052845,0.69818974,2,DoS,train
0.20702054,0.30207157,0.3941258,0.41660964,0.0016607076,0.112070374,0.86276454,0.0012330625,0.5081673,0.489502,0.33309415,0.43132702,0.7805811,0.8412037,0.26034853,0.32249045,0.24248286,0.4798634,0.68325835,0.22825287,0.33073574,0.93038464,0.048569288,0.4607696,0.71155804,0.15045401,0.04737402,0.13820536,0.9188232,0.009259782,0.18832198,0.031283513,4,Replay,train
0.11062947,0.6201493,0.24163891,0.5692121,0.59019536,0.8494353,0.004741393,0.8533695,0.6191191,0.16274348,0.7729374,0.8554915,0.2542635,0.9187937,0.45445743,0.60342443,0.98464954,0.3615361,0.81315935,0.31839913,0.7992135,0.60073394,0.2163557,0.41402608,0.31763563,0.07810839,0.02983477,0.34647864,0.019034147,0.16548775,0.7251833,0.70809126,3,GPS_Spoofing,train
0.7385804,0.3171532,0.8900195,0.5938305,0.12602635,0.14371866,0.69309545,0.17294393,0.5072927,0.9917745,0.004007605,0.016579801,0.9930846,0.58463883,0.12690997,0.8973022,0.8803803,0.5362004,0.621792,0.2731872,0.050519697,0.5945676,0.2947552,0.66362107,0.8362452,0.018160544,0.5957138,0.23128054,0.8738885,0.2536645,0.6107701,0.5535408,2,DoS,train
0.3961665,0.67762077,0.72576964,0.5669378,0.75842226,0.9834171,0.4192724,0.51458305,0.0124698775,0.79602855,0.52023005,0.40796143,0.09407196,0.8896564,0.39500725,0.6825816,0.14937416,0.96154964,0.17844176,0.19954199,0.85898286,0.91258276,0.21214741,0.4698009,0.7334949,0.87836576,0.3790527,0.5170195,0.7417164,0.73113596,0.7829601,0.56993383,2,DoS,train
0.1046151,0.9039733,0.8655725,0.79809743,0.09986248,0.20439737,0.74360037,0.023140095,0.9792246,0.3771447,0.71931255,0.8875711,0.3946299,0.31913248,0.6087411,0.58098936,0.40914,0.60177475,0.93538135,0.46764025,0.19674218,0.377206,0.39410698,0.13110869,0.1628715,0.6845621,0.33947775,0.9548984,0.24359675,0.0989245,0.7535046,0.88103604,5,Meas_Manipulation,train
0.27811337,0.2020881,0.18576613,0.5220123,0.46841663,0.25943983,0.045173116,0.48149133,0.95933235,0.6525192,0.49550655,0.11069208,0.25243628,0.29477394,0.7648035,0.8767108,0.90164185,0.9845686,0.9823667,0.9529991,0.071822144,0.13779354,0.30446652,0.5528982,0.09697789,0.84579694,0.6167562,0.5423644,0.16531132,0.2532555,0.16031203,0.8519332,3,GPS_Spoofing,train
0.58422786,0.7351294,0.29603288,0.37125263,0.40485495,0.76001495,0.772353,0.20681353,0.9415389,0.120655335,0.8961221,0.10039564,0.2645398,0.8464785,0.17949207,0.41356793,0.4498593,0.24525897,0.7102452,0.85133463,0.87457514,0.33932215,0.5308504,0.24840641,0.2447965,0.16125406,0.940019,0.8879888,0.7773587,0.5176615,0.49060792,0.52974564,3,GPS_Spoofing,train
0.536568,0.43456307,0.13175483,0.12566385,0.9522497,0.48203075,0.9532055,0.16357687,0.55441654,0.20771725,0.25318462,0.030054579,0.11895331,0.9168484,0.321533,0.6081292,0.46501413,0.40045124,0.5318861,0.18723895,0.9886039,0.8183079,0.74161464,0.4687593,0.15287712,0.92066586,0.34138706,0.05010669,0.34240368,0.794457,0.62270874,0.7508386,5,Meas_Manipulation,train
0.79363537,0.21195461,0.9237833,0.4379896,0.63901365,0.0023087726,0.9933685,0.2808964,0.062063105,0.45826206,0.12903006,0.1523267,0.6322828,0.39292738,0.92185247,0.3191565,0.72618014,0.46109942,0.6599513,0.5996954,0.47278398,0.9500611,0.34271365,0.1772355,0.6780941,0.8460076,0.04025374,0.44963267,0.8924877,0.7496186,0.9918077,0.5314138,0,Normal,train
0.65999573,0.30248028,0.9475356,0.36633548,0.7385107,0.40314022,0.56181896,0.71978253,0.50893414,0.9070863,0.41930097,0.6470718,0.34236243,0.40815666,0.4400501,0.12580702,0.09172368,0.66748995,0.65551776,0.6629097,0.019766446,0.32654685,0.19780985,0.7781514,0.8606304,0.24668038,0.6678492,0.1293628,0.27515253,0.1386545,0.28352076,0.67473656,0,Normal,train
0.9103269,0.20252241,0.54207903,0.7013911,0.95292246,0.61006045,0.25510693,0.62547815,0.32049116,0.9761284,0.39967614,0.6854277,0.023227582,0.40006146,0.8751076,0.61022747,0.44394287,0.9359375,0.85398436,0.32221568,0.5445484,0.48982427,0.6322025,0.33411127,0.244205,0.91267186,0.9238745,0.8433229,0.9782044,0.74499154,0.7646672,0.7625901,2,DoS,train
0.48060763,0.4564522,0.24022627,0.6448192,0.28932014,0.25780842,0.5859614,0.40998238,0.2188566,0.816056,0.8605699,0.16769952,0.0075070327,0.33612996,0.79751086,0.83917385,0.13832907,0.7743359,0.115704164,0.3900626,0.99860954,0.19259082,0.15396358,0.42280033,0.61966854,0.9329008,0.98082113,0.06964064,0.13799752,0.790738,0.27063215,0.8848491,1,FDI,train
0.6634533,0.1118448,0.8325293,0.17635638,0.42349538,0.55218494,0.50076616,0.6861629,0.6526867,0.992042,0.9994219,0.5164594,0.095199086,0.7278433,0.97666407,0.31832638,0.46120888,0.4247769,0.051419154,0.67226446,0.3533377,0.7874639,0.83212006,0.82123077,0.416666,0.3215457,0.7488208,0.80138946,0.49125746,0.893031,0.1439087,0.8790688,1,FDI,train
0.096095234,0.15352552,0.53384,0.06751848,0.0528071,0.0005187442,0.43631667,0.7746239,0.03483835,0.6522576,0.8231273,0.16800085,0.14686373,0.860801,0.8231246,0.53894174,0.81919986,0.09275608,0.3944815,0.73779756,0.25745195,0.75232893,0.5041786,0.750266,0.46467963,0.36790434,0.21918921,0.20837934,0.75149083,0.11891035,0.08598235,0.17629136,0,Normal,train
0.17534651,0.8231076,0.3985066,0.99038845,0.13721126,0.65353984,0.44872952,0.39291817,0.8750842,0.97559565,0.87285894,0.19230068,0.22079793,0.65607387,0.28908357,0.7347251,0.5664207,0.55090874,0.82854694,0.7105328,0.026577765,0.049459137,0.60155845,0.48619208,0.26018465,0.41865608,0.7579103,0.82661146,0.5612231,0.38536948,0.27069676,0.5219185,5,Meas_Manipulation,train
0.31474963,0.56409514,0.6766524,0.066079214,0.001067465,0.21227714,0.8945115,0.6462908,0.17196035,0.890264,0.46995595,0.47609174,0.9355419,0.05948669,0.21517828,0.5857713,0.19548652,0.679527,0.21409228,0.09915697,0.20698516,0.42273402,0.1761383,0.13469203,0.8602819,0.3203972,0.3607587,0.05527041,0.35736963,0.26480716,0.6104851,0.2053903,3,GPS_Spoofing,train
0.88836545,0.92966664,0.09983106,0.10740296,0.11532644,0.61956924,0.12196896,0.8523823,0.7542715,0.81980884,0.5260605,0.9966772,0.044175103,0.40126497,0.32393667,0.9486455,0.57686096,0.80619097,0.1703412,0.9786341,0.49863955,0.49367207,0.97088474,0.38073236,0.397525,0.5847527,0.1280526,0.32108563,0.19320832,0.10328348,0.8661446,0.58933115,4,Replay,train
0.3586728,0.40866938,0.431519,0.6331492,0.9267694,0.9327796,0.39149198,0.32926247,0.4510465,0.5679342,0.46181792,0.6587534,0.554399,0.32071555,0.3457308,0.3785928,0.09463977,0.16606264,0.7231138,0.3890967,0.21453898,0.56267244,0.75553954,0.25742236,0.82678986,0.92750484,0.5973945,0.66894764,0.05257599,0.94551986,0.39248472,0.9239004,0,Normal,train
0.5789775,0.004618799,0.038542,0.6804188,0.562668,0.026532438,0.74345994,0.8521453,0.4964175,0.46575743,0.005473109,0.7866497,0.33071607,0.8787636,0.37306058,0.5650779,0.27034178,0.16058831,0.7749079,0.49659047,0.53648794,0.96541595,0.9635799,0.85564214,0.1876093,0.5942727,0.8781474,0.37446395,0.10110617,0.8109629,0.48176354,0.5643927,2,DoS,train
0.9821443,0.6072114,0.4249794,0.36998436,0.4176193,0.11839908,0.7947506,0.8377169,0.28439713,0.30379662,0.8743343,0.023970356,0.52045745,0.4636757,0.6901268,0.1633917,0.6683307,0.37673402,0.61871475,0.04009501,0.4617272,0.5222509,0.2143264,0.13962366,0.1884743,0.34414107,0.09681015,0.9473198,0.40499407,0.8089696,0.97441715,0.08073528,3,GPS_Spoofing,train
0.65166944,0.87140906,0.6342344,0.42902613,0.43107635,0.035898887,0.53460073,0.99354297,0.9587075,0.040399227,0.705797,0.30176488,0.90298915,0.045114744,0.9358741,0.8374757,0.11750438,0.059824336,0.8347077,0.15575767,0.53489816,0.91574484,0.56744814,0.3972333,0.44501606,0.06311717,0.9687523,0.3106542,0.1893635,0.2860473,0.9643732,0.094286054,3,GPS_Spoofing,train
0.867303,0.7078439,0.8300192,0.97589755,0.8421547,0.9433823,0.12693526,0.7957886,0.5456757,0.5434956,0.89892155,0.97180384,0.70483834,0.48293838,0.45640385,0.38634145,0.36159903,0.39150685,0.08975323,0.07743608,0.77986985,0.4460729,0.9306845,0.612221,0.035175983,0.15752333,0.20581979,0.975736,0.21870422,0.51575565,0.93617696,0.97719276,4,Replay,train
0.23636043,0.049117643,0.15360183,0.06332848,0.19512424,0.5685697,0.9124488,0.53721887,0.62598956,0.20186725,0.8005836,0.6177889,0.8641368,0.9488431,0.34790078,0.090579055,0.22592896,0.43784156,0.9456937,0.37830982,0.77077323,0.5404767,0.18280877,0.3207341,0.65319186,0.6728534,0.43475974,0.22864561,0.7219068,0.16887304,0.9366697,0.18790358,4,Replay,train
0.10731237,0.4976477,0.5195496,0.5081929,0.4366675,0.9948149,0.48628062,0.47794658,0.42176607,0.066825755,0.5929566,0.22796777,0.637609,0.050833464,0.9813871,0.46900508,0.8967554,0.47556117,0.06033082,0.82221353,0.6481837,0.78175706,0.42816988,0.6379368,0.856229,0.6310654,0.34767362,0.6625296,0.6718542,0.96058697,0.3709123,0.42508176,2,DoS,train
0.81212294,0.50576234,0.7365731,0.45970947,0.21549514,0.74520385,0.13115516,0.19858366,0.626825,0.7472698,0.8946879,0.2725865,0.110724255,0.95604664,0.15442309,0.19766699,0.29132944,0.52939135,0.88282555,0.760546,0.70815754,0.17518057,0.35768265,0.47840494,0.14742595,0.2734297,0.30833322,0.1272762,0.5502397,0.7050282,0.069931634,0.4811231,4,Replay,train
0.7822112,0.74799013,0.8150731,0.44824064,0.82055706,0.24075307,0.36081055,0.17635557,0.46748453,0.39206,0.24092712,0.7517807,0.31384677,0.27280432,0.13089032,0.4388217,0.30296463,0.36927283,0.23599726,0.76315546,0.93000335,0.49793184,0.6429984,0.8671723,0.99882966,0.6135165,0.88977945,0.90860826,0.7914515,0.4609314,0.081154004,0.015805556,1,FDI,train
0.47720063,0.49431452,0.4073624,0.5681673,0.5521627,0.83661306,0.10865711,0.22517766,0.793005,0.84783685,0.99482423,0.872912,0.889899,0.31434795,0.40166163,0.2680851,0.6062994,0.93880534,0.34464088,0.55700177,0.29629964,0.16979997,0.19518553,0.057945345,0.9492935,0.4028796,0.83412087,0.6813295,0.19192116,0.17546225,0.8119882,0.2647117,0,Normal,train
0.9132852,0.1400554,0.6777086,0.81447387,0.23525639,0.27620736,0.9645189,0.2645976,0.42995706,0.4325156,0.25303474,0.7757911,0.77184933,0.378318,0.8351258,0.21307494,0.0043057757,0.57116735,0.9940778,0.03864431,0.20799807,0.51891464,0.80994076,0.08904201,0.39523464,0.7470758,0.3715432,0.18883643,0.19549583,0.41004878,0.4794171,0.86181444,5,Meas_Manipulation,train
0.64225245,0.690402,0.98298717,0.41184345,0.4033544,0.923347,0.24587558,0.72981524,0.75457317,0.097788,0.4682314,0.20056248,0.18537527,0.46382812,0.2894297,0.79606044,0.9076049,0.8027206,0.26603088,0.2741344,0.25472835,0.1350381,0.94379836,0.4020478,0.22468947,0.84667104,0.3991953,0.03511681,0.16194157,0.63925034,0.7829053,0.21093439,0,Normal,train
0.9173956,0.8509971,0.84838074,0.22766115,0.050535988,0.86742353,0.30580023,0.6189164,0.7599669,0.12829326,0.7808384,0.93851143,0.72837496,0.44122276,0.8766781,0.52745765,0.74477094,0.8205059,0.7493529,0.28785488,0.1178439,0.23833853,0.5028749,0.5052769,0.58264434,0.39510185,0.7868914,0.91315377,0.24672505,0.7365232,0.67797184,0.5230905,1,FDI,train
0.18853024,0.79523224,0.9606263,0.7218363,0.91786,0.9841853,0.35205066,0.6382235,0.47393274,0.9866288,0.093807824,0.4123749,0.87553906,0.2840513,0.78779286,0.38278317,0.97997856,0.88352984,0.30132034,0.7701931,0.33685654,0.6063628,0.65848076,0.8295954,0.02445084,0.22015789,0.7119178,0.56352323,0.49560508,0.055209957,0.34827587,0.8651002,0,Normal,train
0.030892838,0.39643624,0.9451483,0.050880734,0.74970573,0.25761262,0.86660886,0.746068,0.8857052,0.21592478,0.53129274,0.77926993,0.24569975,0.2307463,0.027182134,0.9585153,0.7100169,0.63556033,0.7439947,0.53161293,0.47613382,0.44953224,0.6404392,0.20153497,0.8880587,0.8117524,0.3495636,0.5786093,0.1410273,0.97234625,0.9028927,0.92189753,1,FDI,train
0.33216304,0.1691347,0.21177216,0.09000139,0.12011063,0.07130454,0.98982304,0.07405768,0.13254207,0.8272546,0.5802402,0.7744172,0.630912,0.8821751,0.63846755,0.52212507,0.7127497,0.44739276,0.34606382,0.46765244,0.16971411,0.79657173,0.26070377,0.15353155,0.24635224,0.84207016,0.3302013,0.6860499,0.8564096,0.07774467,0.7650244,0.30766547,2,DoS,train
0.21662237,0.6889014,0.9097966,0.2950192,0.5688338,0.2898341,0.5542856,0.62186205,0.6103354,0.62354636,0.13507979,0.69354045,0.6747503,0.6825881,0.07407055,0.44683886,0.40903515,0.08671148,0.22236793,0.44096264,0.74290633,0.23706208,0.8297499,0.5457983,0.7604217,0.472556,0.49919423,0.6197194,0.9279706,0.4918126,0.52865756,0.60199696,0,Normal,train
0.73751515,0.07185034,0.51568747,0.48159158,0.921685,0.49350658,0.46832055,0.9622,0.45057645,0.18088444,0.21691613,0.09518754,0.00056812924,0.43194565,0.7692426,0.73346645,0.032149088,0.5699829,0.15428312,0.9410763,0.167365,0.62663925,0.32623836,0.6415613,0.4122586,0.7596431,0.23067912,0.9057919,0.5002096,0.75609314,0.8497302,0.9988286,2,DoS,train
0.22394566,0.2868924,0.2504331,0.26287133,0.5824447,0.9935225,0.99027807,0.5267732,0.63902724,0.85997057,0.93293345,0.20386063,0.52854174,0.83283705,0.30320206,0.43980905,0.9856211,0.9850467,0.9061068,0.7984483,0.2691305,0.32085007,0.5472828,0.56077737,0.5055028,0.6366703,0.40832302,0.7491742,0.33354992,0.330677,0.12722597,0.18871221,5,Meas_Manipulation,train
0.85052085,0.44628233,0.22786778,0.7593411,0.5539811,0.021156011,0.31636146,0.17700142,0.6558729,0.27503103,0.06494678,0.05493499,0.5817273,0.021723455,0.84879214,0.15539712,0.6065663,0.44468802,0.4428515,0.07179714,0.80275226,0.89305246,0.011016668,0.17860417,0.9039042,0.5494936,0.15003958,0.20279045,0.65998626,0.7248168,0.5994268,0.95314837,0,Normal,train
0.49406362,0.3002719,0.4772329,0.3596663,0.2244159,0.04596325,0.3522125,0.71140933,0.018437803,0.43917853,0.6440094,0.61040413,0.77664846,0.8105197,0.7117058,0.102797695,0.47502244,0.60340595,0.24556604,0.04255182,0.22359031,0.4548944,0.41393033,0.17666698,0.82441556,0.92568666,0.20134832,0.92957294,0.017860958,0.92496246,0.9519288,0.012051863,5,Meas_Manipulation,train
0.7630193,0.97020155,0.9059022,0.97071016,0.5503235,0.07815614,0.8497892,0.61382824,0.61473674,0.4172536,0.57184196,0.15357979,0.73977005,0.07501731,0.7297808,0.8489784,0.47246867,0.50983036,0.3122143,0.9694586,0.7331245,0.36898854,0.17480738,0.21957959,0.4639223,0.9425684,0.73414636,0.21524374,0.85956115,0.37820053,0.8517222,0.24169959,2,DoS,train
0.6186606,0.9266705,0.257894,0.6929266,0.9873126,0.15059829,0.08840229,0.6741952,0.33973595,0.07124448,0.47530562,0.7537707,0.2851224,0.3350469,0.8456994,0.5200719,0.84273195,0.4463895,0.95297515,0.65079457,0.11589886,0.885093,0.4892652,0.14163896,0.15269013,0.6875339,0.047372505,0.28659377,0.13978758,0.44107744,0.41435376,0.52187645,3,GPS_Spoofing,train
0.27963632,0.03204359,0.6143861,0.373718,0.651335,0.10866697,0.013777356,0.24829425,0.45654732,0.39407197,0.81030256,0.37783766,0.53044116,0.5935156,0.021831391,0.5151334,0.34483126,0.42128012,0.1002874,0.7828206,0.94240427,0.02226882,0.6013728,0.7638441,0.2848076,0.7875556,0.63235503,0.9291626,0.98100483,0.042346112,0.44493777,0.5469878,2,DoS,train
0.14674324,0.33628583,0.9876475,0.016230457,0.45250794,0.84265465,0.32390127,0.4797985,0.97804576,0.47487685,0.13092132,0.05172149,0.94541657,0.26580942,0.5040639,0.09070177,0.42365512,0.9301055,0.502413,0.97113514,0.25883564,0.5045452,0.8595308,0.44825235,0.27948737,0.85547537,0.38988948,0.5307233,0.9765271,0.1864833,0.30140063,0.031069601,1,FDI,train
0.39183772,0.20018344,0.68003494,0.18132146,0.67481273,0.26347542,0.35521784,0.34886065,0.71675175,0.46650925,0.3612989,0.85262275,0.5719506,0.21383083,0.9000913,0.3426503,0.038979378,0.49460024,0.123938054,0.23846644,0.74711084,0.13075182,0.80694425,0.9369073,0.6065321,0.7103592,0.7135866,0.992808,0.34153825,0.16285655,0.51916724,0.5332498,0,Normal,train
0.17791249,0.6131094,0.014124733,0.9276684,0.2645743,0.03956021,0.10824944,0.24024895,0.27390617,0.03281,0.2793548,0.19294174,0.37862092,0.38516775,0.33900774,0.3279239,0.089731276,0.025204947,0.2021143,0.75664943,0.99080974,0.92852616,0.50421935,0.5318239,0.31458157,0.77393943,0.7647567,0.8442724,0.8955046,0.43434924,0.76687557,0.80639875,3,GPS_Spoofing,train
0.3084596,0.92924225,0.0943415,0.9942692,0.7700907,0.093270905,0.6562297,0.03417941,0.77018696,0.79922295,0.60241026,0.8568604,0.09788328,0.27592385,0.4141775,0.042457953,0.44821608,0.26521346,0.392735,0.42510262,0.87941176,0.27034098,0.89374316,0.42597097,0.32780772,0.50251204,0.4177433,0.25737232,0.50267935,0.15180174,0.35192993,0.56579024,5,Meas_Manipulation,train
