v_mean,v_std,v_min,v_max,v_rms,v_thd,v_crest,v_skew,f_dev_mean,f_std,f_min_dev,f_max_dev,f_roc_mean,f_roc_max,f_skew,f_range,p_mean,p_std,q_mean,s_mean,pf_mean,pf_std,p_max,p_min,i_mean,i_std,i_rms,i_thd,dt_mean,dt_std,missed_pkts,dt_max,label,attack_name,split
0.28324693,0.5614894,0.7919744,0.7838241,0.43838626,0.4762573,0.99470174,0.6745975,0.81463844,0.902554,0.78758985,0.18517934,0.56217074,0.101894155,0.65292215,0.95534945,0.5127321,0.4329725,0.03584275,0.9597745,0.10300268,0.041079093,0.24606661,0.065530434,0.45511785,0.51608783,0.31256995,0.05096048,0.11160037,0.38450438,0.06052845,0.69818974,2,DoS,train
0.20702054,0.30207157,0.3941258,0.41660964,0.0016607076,0.112070374,0.86276454,0.0012330625,0.5081673,0.489502,0.33309415,0.43132702,0.7805811,0.8412037,0.26034853,0.32249045,0.24248286,0.4798634,0.68325835,0.22825287,0.33073574,0.93038464,0.048569288,0.4607696,0.71155804,0.15045401,0.04737402,0.13820536,0.9188232,0.009259782,0.18832198,0.031283513,4,Replay,train
0.11062947,0.6201493,0.24163891,0.5692121,0.59019536,0.8494353,0.004741393,0.8533695,0.6191191,0.16274348,0.7729374,0.8554915,0.2542635,0.9187937,0.45445743,0.60342443,0.98464954,0.3615361,0.81315935,0.31839913,0.7992135,0.60073394,0.2163557,0.41402608,0.31763563,0.07810839,0.02983477,0.34647864,0.019034147,0.16548775,0.7251833,0.70809126,3,GPS_Spoofing,train
0.7385804,0.3171532,0.8900195,0.5938305,0.12602635,0.14371866,0.69309545,0.17294393,0.5072927,0.9917745,0.004007605,0.016579801,0.9930846,0.58463883,0.12690997,0.8973022,0.8803803,0.5362004,0.621792,0.2731872,0.050519697,0.5945676,0.2947552,0.66362107,0.8362452,0.018160544,0.5957138,0.23128054,0.8738885,0.2536645,0.6107701,0.5535408,2,DoS,train
0.3961665,0.67762077,0.72576964,0.5669378,0.75842226,0.9834171,0.4192724,0.51458305,0.0124698775,0.79602855,0.52023005,0.40796143,0.09407196,0.8896564,0.39500725,0.6825816,0.14937416,0.96154964,0.17844176,0.19954199,0.85898286,0.91258276,0.21214741,0.4698009,0.7334949,0.87836576,0.3790527,0.5170195,0.7417164,0.73113596,0.7829601,0.56993383,2,DoS,train
0.1046151,0.9039733,0.8655725,0.79809743,0.09986248,0.20439737,0.74360037,0.023140095,0.9792246,0.3771447,0.71931255,0.8875711,0.3946299,0.31913248,0.6087411,0.58098936,0.40914,0.60177475,0.93538135,0.46764025,0.19674218,0.377206,0.39410698,0.13110869,0.1628715,0.6845621,0.33947775,0.9548984,0.24359675,0.0989245,0.7535046,0.88103604,5,Meas_Manipulation,train
0.27811337,0.2020881,0.18576613,0.5220123,0.46841663,0.25943983,0.045173116,0.48149133,0.95933235,0.6525192,0.49550655,0.11069208,0.25243628,0.29477394,0.7648035,0.8767108,0.90164185,0.9845686,0.9823667,0.9529991,0.071822144,0.13779354,0.30446652,0.5528982,0.09697789,0.84579694,0.6167562,0.5423644,0.16531132,0.2532555,0.16031203,0.8519332,3,GPS_Spoofing,train
0.58422786,0.7351294,0.29603288,0.37125263,0.40485495,0.76001495,0.772353,0.20681353,0.9415389,0.120655335,0.8961221,0.10039564,0.2645398,0.8464785,0.17949207,0.41356793,0.4498593,0.24525897,0.7102452,0.85133463,0.87457514,0.33932215,0.5308504,0.24840641,0.2447965,0.16125406,0.940019,0.8879888,0.7773587,0.5176615,0.49060792,0.52974564,3,GPS_Spoofing,train
0.536568,0.43456307,0.13175483,0.12566385,0.9522497,0.48203075,0.9532055,0.16357687,0.55441654,0.20771725,0.25318462,0.030054579,0.11895331,0.9168484,0.321533,0.6081292,0.46501413,0.40045124,0.5318861,0.18723895,0.9886039,0.8183079,0.74161464,0.4687593,0.15287712,0.92066586,0.34138706,0.05010669,0.34240368,0.794457,0.62270874,0.7508386,5,Meas_Manipulation,train
0.79363537,0.21195461,0.9237833,0.4379896,0.63901365,0.0023087726,0.9933685,0.2808964,0.062063105,0.45826206,0.12903006,0.1523267,0.6322828,0.39292738,0.92185247,0.3191565,0.72618014,0.46109942,0.6599513,0.5996954,0.47278398,0.9500611,0.34271365,0.1772355,0.6780941,0.8460076,0.04025374,0.44963267,0.8924877,0.7496186,0.9918077,0.5314138,0,Normal,train
0.65999573,0.30248028,0.9475356,0.36633548,0.7385107,0.40314022,0.56181896,0.71978253,0.50893414,0.9070863,0.41930097,0.6470718,0.34236243,0.40815666,0.4400501,0.12580702,0.09172368,0.66748995,0.65551776,0.6629097,0.019766446,0.32654685,0.19780985,0.7781514,0.8606304,0.24668038,0.6678492,0.1293628,0.27515253,0.1386545,0.28352076,0.67473656,0,Normal,train
0.9103269,0.20252241,0.54207903,0.7013911,0.95292246,0.61006045,0.25510693,0.62547815,0.32049116,0.9761284,0.39967614,0.6854277,0.023227582,0.40006146,0.8751076,0.61022747,0.44394287,0.9359375,0.85398436,0.32221568,0.5445484,0.48982427,0.6322025,0.33411127,0.244205,0.91267186,0.9238745,0.8433229,0.9782044,0.74499154,0.7646672,0.7625901,2,DoS,train
0.48060763,0.4564522,0.24022627,0.6448192,0.28932014,0.25780842,0.5859614,0.40998238,0.2188566,0.816056,0.8605699,0.16769952,0.0075070327,0.33612996,0.79751086,0.83917385,0.13832907,0.7743359,0.115704164,0.3900626,0.99860954,0.19259082,0.15396358,0.42280033,0.61966854,0.9329008,0.98082113,0.06964064,0.13799752,0.790738,0.27063215,0.8848491,1,FDI,train
0.6634533,0.1118448,0.8325293,0.17635638,0.42349538,0.55218494,0.50076616,0.6861629,0.6526867,0.992042,0.9994219,0.5164594,0.095199086,0.7278433,0.97666407,0.31832638,0.46120888,0.4247769,0.051419154,0.67226446,0.3533377,0.7874639,0.83212006,0.82123077,0.416666,0.3215457,0.7488208,0.80138946,0.49125746,0.893031,0.1439087,0.8790688,1,FDI,train
0.096095234,0.15352552,0.53384,0.06751848,0.0528071,0.0005187442,0.43631667,0.7746239,0.03483835,0.6522576,0.8231273,0.16800085,0.14686373,0.860801,0.8231246,0.53894174,0.81919986,0.09275608,0.3944815,0.73779756,0.25745195,0.75232893,0.5041786,0.750266,0.46467963,0.36790434,0.21918921,0.20837934,0.75149083,0.11891035,0.08598235,0.17629136,0,Normal,train
0.17534651,0.8231076,0.3985066,0.99038845,0.13721126,0.65353984,0.44872952,0.39291817,0.8750842,0.97559565,0.87285894,0.19230068,0.22079793,0.65607387,0.28908357,0.7347251,0.5664207,0.55090874,0.82854694,0.7105328,0.026577765,0.049459137,0.60155845,0.48619208,0.26018465,0.41865608,0.7579103,0.82661146,0.5612231,0.38536948,0.27069676,0.5219185,5,Meas_Manipulation,train
0.31474963,0.56409514,0.6766524,0.066079214,0.001067465,0.21227714,0.8945115,0.6462908,0.17196035,0.890264,0.46995595,0.47609174,0.9355419,0.05948669,0.21517828,0.5857713,0.19548652,0.679527,0.21409228,0.09915697,0.20698516,0.42273402,0.1761383,0.13469203,0.8602819,0.3203972,0.3607587,0.05527041,0.35736963,0.26480716,0.6104851,0.2053903,3,GPS_Spoofing,train
0.88836545,0.92966664,0.09983106,0.10740296,0.11532644,0.61956924,0.12196896,0.8523823,0.7542715,0.81980884,0.5260605,0.9966772,0.044175103,0.40126497,0.32393667,0.9486455,0.57686096,0.80619097,0.1703412,0.9786341,0.49863955,0.49367207,0.97088474,0.38073236,0.397525,0.5847527,0.1280526,0.32108563,0.19320832,0.10328348,0.8661446,0.58933115,4,Replay,train
0.3586728,0.40866938,0.431519,0.6331492,0.9267694,0.9327796,0.39149198,0.32926247,0.4510465,0.5679342,0.46181792,0.6587534,0.554399,0.32071555,0.3457308,0.3785928,0.09463977,0.16606264,0.7231138,0.3890967,0.21453898,0.56267244,0.75553954,0.25742236,0.82678986,0.92750484,0.5973945,0.66894764,0.05257599,0.94551986,0.39248472,0.9239004,0,Normal,train
0.5789775,0.004618799,0.038542,0.6804188,0.562668,0.026532438,0.74345994,0.8521453,0.4964175,0.46575743,0.005473109,0.7866497,0.33071607,0.8787636,0.37306058,0.5650779,0.27034178,0.16058831,0.7749079,0.49659047,0.53648794,0.96541595,0.9635799,0.85564214,0.1876093,0.5942727,0.8781474,0.37446395,0.10110617,0.8109629,0.48176354,0.5643927,2,DoS,train
0.9821443,0.6072114,0.4249794,0.36998436,0.4176193,0.11839908,0.7947506,0.8377169,0.28439713,0.30379662,0.8743343,0.023970356,0.52045745,0.4636757,0.6901268,0.1633917,0.6683307,0.37673402,0.61871475,0.04009501,0.4617272,0.5222509,0.2143264,0.13962366,0.1884743,0.34414107,0.09681015,0.9473198,0.40499407,0.8089696,0.97441715,0.08073528,3,GPS_Spoofing,train
0.65166944,0.87140906,0.6342344,0.42902613,0.43107635,0.035898887,0.53460073,0.99354297,0.9587075,0.040399227,0.705797,0.30176488,0.90298915,0.045114744,0.9358741,0.8374757,0.11750438,0.059824336,0.8347077,0.15575767,0.53489816,0.91574484,0.56744814,0.3972333,0.44501606,0.06311717,0.9687523,0.3106542,0.1893635,0.2860473,0.9643732,0.094286054,3,GPS_Spoofing,train
0.867303,0.7078439,0.8300192,0.97589755,0.8421547,0.9433823,0.12693526,0.7957886,0.5456757,0.5434956,0.89892155,0.97180384,0.70483834,0.48293838,0.45640385,0.38634145,0.36159903,0.39150685,0.08975323,0.07743608,0.77986985,0.4460729,0.9306845,0.612221,0.035175983,0.15752333,0.20581979,0.975736,0.21870422,0.51575565,0.93617696,0.97719276,4,Replay,train
0.23636043,0.049117643,0.15360183,0.06332848,0.19512424,0.5685697,0.9124488,0.53721887,0.62598956,0.20186725,0.8005836,0.6177889,0.8641368,0.9488431,0.34790078,0.090579055,0.22592896,0.43784156,0.9456937,0.37830982,0.77077323,0.5404767,0.18280877,0.3207341,0.65319186,0.6728534,0.43475974,0.22864561,0.7219068,0.16887304,0.9366697,0.18790358,4,Replay,train
0.10731237,0.4976477,0.5195496,0.5081929,0.4366675,0.9948149,0.48628062,0.47794658,0.42176607,0.066825755,0.5929566,0.22796777,0.637609,0.050833464,0.9813871,0.46900508,0.8967554,0.47556117,0.06033082,0.82221353,0.6481837,0.78175706,0.42816988,0.6379368,0.856229,0.6310654,0.34767362,0.6625296,0.6718542,0.96058697,0.3709123,0.42508176,2,DoS,train
0.81212294,0.50576234,0.7365731,0.45970947,0.21549514,0.74520385,0.13115516,0.19858366,0.626825,0.7472698,0.8946879,0.2725865,0.110724255,0.95604664,0.15442309,0.19766699,0.29132944,0.52939135,0.88282555,0.760546,0.70815754,0.17518057,0.35768265,0.47840494,0.14742595,0.2734297,0.30833322,0.1272762,0.5502397,0.7050282,0.069931634,0.4811231,4,Replay,train
0.7822112,0.74799013,0.8150731,0.44824064,0.82055706,0.24075307,0.36081055,0.17635557,0.46748453,0.39206,0.24092712,0.7517807,0.31384677,0.27280432,0.13089032,0.4388217,0.30296463,0.36927283,0.23599726,0.76315546,0.93000335,0.49793184,0.6429984,0.8671723,0.99882966,0.6135165,0.88977945,0.90860826,0.7914515,0.4609314,0.081154004,0.015805556,1,FDI,train
0.47720063,0.49431452,0.4073624,0.5681673,0.5521627,0.83661306,0.10865711,0.22517766,0.793005,0.84783685,0.99482423,0.872912,0.889899,0.31434795,0.40166163,0.2680851,0.6062994,0.93880534,0.34464088,0.55700177,0.29629964,0.16979997,0.19518553,0.057945345,0.9492935,0.4028796,0.83412087,0.6813295,0.19192116,0.17546225,0.8119882,0.2647117,0,Normal,train
